"Porcentagem de alunos matriculados abaixo do minimo em 2018.1, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
13306200,COMUNICAÇÃO SOCIAL - N,2010,14,71,5,7.0
11104120,DESIGN - D,2013,16,173,47,27.2
31350100,DIREITO - M,2015,18,289,15,5.2
31350200,DIREITO - N,2015,18,312,18,5.8
31350300,DIREITO - V,2015,18,283,15,5.3
12204100,ENFERMAGEM - D,2009,20,140,18,12.9
21204100,ENFERMAGEM - D,2005,18,104,40,38.5
21204100,ENFERMAGEM - D,2018,19,94,3,3.2
51204100,ENFERMAGEM - D,2015,18,237,12,5.1
71132100,ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D,2009,16,124,6,4.8
15121100,ENGENHARIA AGRÍCOLA - D,2007,18,117,12,10.3
15121100,ENGENHARIA AGRÍCOLA - D,2021,17,9,0,0.0
91130100,ENGENHARIA AMBIENTAL - D,2009,16,226,22,9.7
91130100,ENGENHARIA AMBIENTAL - D,2024,16,1,0,0.0
15122100,ENGENHARIA CIVIL - D,2014,16,513,20,3.9
91122100,ENGENHARIA CIVIL - D,2014,16,277,2,0.7
15125100,ENGENHARIA DE ALIMENTOS - D,2009,16,122,4,3.3
91125100,ENGENHARIA DE ALIMENTOS - D,2009,16,170,11,6.5
71131100,ENGENHARIA DE BIOSSISTEMAS - D,2009,16,112,6,5.4
11126100,ENGENHARIA DE MATERIAIS - D,2009,16,178,11,6.2
15127100,ENGENHARIA DE MINAS - D,2010,16,156,13,8.3
11135100,ENGENHARIA DE PETRÓLEO - D,2009,15,155,12,7.7
11133100,ENGENHARIA DE PRODUÇÃO - D,2005,15,163,7,4.3
71133100,ENGENHARIA DE PRODUÇÃO - D,2009,16,190,7,3.7
14123100,ENGENHARIA ELÉTRICA,1999,15,840,41,4.9
41403100,ENGENHARIA FLORESTAL - D,2009,16,122,8,6.6
11124100,ENGENHARIA MECÂNICA - D,1992,18,19,4,21.1
11124100,ENGENHARIA MECÂNICA - D,2016,18,260,3,1.2
11128100,ENGENHARIA QUÍMICA - D,2009,16,229,4,1.7
11134100,ESTATÍSTICA - D,2010,16,47,4,8.5
51203100,FARMÁCIA - D,2007,20,340,17,5.0
13314250,FILOSOFIA (BAC) - N,2009,16,34,6,17.6
13314210,FILOSOFIA (LIC) - N,2009,6,50,1,2.0
11105150,FÍSICA (BAC) - D,1995,14,25,2,8.0
11105150,FÍSICA (BAC) - D,2020,14,8,1,12.5
11105110,FÍSICA (LIC) - D,2009,16,9,1,11.1
11105110,FÍSICA (LIC) - D,2017,16,33,1,3.0
51105110,FÍSICA (LIC) - D,2006,16,41,7,17.1
51105110,FÍSICA (LIC) - D,2019,18,18,4,22.2
21105210,FÍSICA (LIC) - N,2011,16,102,39,38.2
51105210,FÍSICA (LIC) - N,2006,14,53,9,17.0
51105210,FÍSICA (LIC) - N,2019,14,31,1,3.2
13316110,GEOGRAFIA (LIC) - M,2009,16,123,21,17.1
13316210,GEOGRAFIA (LIC) - N,2009,16,132,20,15.2
21316110,GEOGRAFIA (LICENCIATURA) - M,2008,16,97,14,14.4
21316210,GEOGRAFIA (LICENCIATURA) - N,2008,14,126,16,12.7
13309110,HISTÓRIA (LIC) - D,1986,13,137,15,10.9
13309110,HISTÓRIA (LIC) - D,2019,16,2,0,0.0
21309110,HISTÓRIA (LIC) - M,2009,16,159,29,18.2
19309110,HISTÓRIA (LIC) - M (PARFOR),1986,13,13,13,100.0
13309210,HISTÓRIA (LIC) - N,1986,13,105,24,22.9
13309210,HISTÓRIA (LIC) - N,2019,16,1,0,0.0
21309210,HISTÓRIA (LIC) - N,2009,16,144,27,18.8
71315110,INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,2009,20,110,18,16.4
13310214,LETRAS - ESPANHOL (LICENCIATURA) N,2011,12,39,12,30.8
13323110,LETRAS - LIBRAS (LIC) - D,2016,16,36,0,0.0
13310115,LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,2011,16,40,1,2.5
13310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,15,70,5,7.1
21310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,16,81,15,18.5
21310110,LETRAS - LÍNGUA PORTUGUESA (LIC) - M,2011,16,77,10,13.0
13310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,16,67,13,19.4
21310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,14,119,22,18.5
13310110,LETRAS- LÍNGUA PORTUGUESA (LIC) - D,2011,16,102,12,11.8
13345110,LICENCIATURA INTERCULTURAL INDÍGENA - D,2009,20,12,12,100.0
11107150,MATEMÁTICA (BAC) - D,2008,16,17,4,23.5
11107110,MATEMÁTICA (LIC) - D,2008,16,48,3,6.2
21107110,MATEMÁTICA (LIC) - D,2011,16,126,12,9.5
51107110,MATEMÁTICA (LIC) - D,2006,18,48,12,25.0
51107110,MATEMÁTICA (LIC) - D,2019,18,16,2,12.5
19107110,MATEMÁTICA (LIC) - D (PARFOR),2008,16,15,0,0.0
11107210,MATEMÁTICA (LIC) - N,2008,16,88,14,15.9
51107210,MATEMÁTICA (LIC) - N,2006,14,47,15,31.9
51107210,MATEMÁTICA (LIC) - N,2019,14,32,4,12.5
12205100,MEDICINA,2010,420,485,8,1.6
21205100,MEDICINA,2007,420,136,5,3.7
41410100,MEDICINA VETERINÁRIA - D,2002,240,169,5,3.0
41410100,MEDICINA VETERINÁRIA - D,2018,300,227,37,16.3
15108100,METEOROLOGIA - D,2014,16,63,12,19.0
13311150,MÚSICA (BAC) - D,2009,14,21,12,57.1
13311110,MÚSICA (LIC) - D,2009,16,66,16,24.2
51206100,NUTRIÇÃO - D,2011,18,295,30,10.2
51206200,NUTRIÇÃO - N,2009,16,2,1,50.0
41207100,ODONTOLOGIA - D,2009,18,352,11,3.1
13312110,PEDAGOGIA (LIC) - M,2009,20,120,20,16.7
13312210,PEDAGOGIA (LIC) - N,2009,16,74,20,27.0
21312110,PEDAGOGIA (LICENCIATURA) - M,2009,16,168,41,24.4
21312210,PEDAGOGIA (LICENCIATURA) - N,2009,16,147,27,18.4
12208100,PSICOLOGIA - D,2015,18,116,5,4.3
12208200,PSICOLOGIA - N,2010,18,166,14,8.4
51109110,QUÍMICA (LIC) - D,2006,16,82,9,11.0
51109110,QUÍMICA (LIC) - D,2022,18,1,0,0.0
21109210,QUÍMICA (LIC) - N,2011,15,124,38,30.6
51109210,QUÍMICA (LIC) - N,2006,14,88,17,19.3
51109210,QUÍMICA (LIC) - N,2022,14,4,0,0.0
19109210,QUÍMICA (LIC) - N (PARFOR),2011,6,5,0,0.0
31340100,SERVIÇO SOCIAL - M,2010,16,154,24,15.6
71420100,TECNOLOGIA EM AGROECOLOGIA - D,2010,16,85,14,16.5
71318200,TECNOLOGIA EM GESTÃO PÚBLICA - N,2010,16,126,35,27.8
