"Porcentagem de alunos matriculados abaixo do minimo em 2019.1, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
91125100,ENGENHARIA DE ALIMENTOS - D,2009,16,166,9,5.4
91125100,ENGENHARIA DE ALIMENTOS - D,2023,16,3,0,0.0
71131100,ENGENHARIA DE BIOSSISTEMAS - D,2009,16,98,6,6.1
11126100,ENGENHARIA DE MATERIAIS - D,2009,16,161,7,4.3
15127100,ENGENHARIA DE MINAS - D,2010,16,130,9,6.9
11135100,ENGENHARIA DE PETRÓLEO - D,2009,15,143,11,7.7
11133100,ENGENHARIA DE PRODUÇÃO - D,2005,15,157,13,8.3
71133100,ENGENHARIA DE PRODUÇÃO - D,2009,16,180,5,2.8
14123100,ENGENHARIA ELÉTRICA,1999,15,837,46,5.5
41403100,ENGENHARIA FLORESTAL - D,2009,16,105,4,3.8
11124100,ENGENHARIA MECÂNICA - D,1992,18,1,1,100.0
11124100,ENGENHARIA MECÂNICA - D,2016,18,285,28,9.8
11128100,ENGENHARIA QUÍMICA - D,2009,16,208,6,2.9
11134100,ESTATÍSTICA - D,2010,16,53,11,20.8
51203100,FARMÁCIA - D,2007,20,376,17,4.5
13314250,FILOSOFIA (BAC) - N,2009,16,44,8,18.2
13314210,FILOSOFIA (LIC) - N,2009,6,58,4,6.9
11105150,FÍSICA (BAC) - D,1995,14,16,1,6.2
11105150,FÍSICA (BAC) - D,2020,14,18,0,0.0
11105110,FÍSICA (LIC) - D,2009,16,4,1,25.0
11105110,FÍSICA (LIC) - D,2017,16,43,4,9.3
51105110,FÍSICA (LIC) - D,2006,16,16,4,25.0
51105110,FÍSICA (LIC) - D,2019,18,45,11,24.4
21105210,FÍSICA (LIC) - N,2011,16,115,40,34.8
51105210,FÍSICA (LIC) - N,2006,14,31,4,12.9
51105210,FÍSICA (LIC) - N,2019,14,57,10,17.5
13316110,GEOGRAFIA (LIC) - M,2009,16,79,12,15.2
13316110,GEOGRAFIA (LIC) - M,2019,16,34,2,5.9
13316210,GEOGRAFIA (LIC) - N,2009,16,105,26,24.8
13316210,GEOGRAFIA (LIC) - N,2019,16,38,1,2.6
21316110,GEOGRAFIA (LICENCIATURA) - M,2008,16,99,5,5.1
21316210,GEOGRAFIA (LICENCIATURA) - N,2008,14,140,11,7.9
13309110,HISTÓRIA (LIC) - D,1986,13,129,16,12.4
13309110,HISTÓRIA (LIC) - D,2019,16,17,0,0.0
21309110,HISTÓRIA (LIC) - M,2009,16,168,37,22.0
13309210,HISTÓRIA (LIC) - N,1986,13,94,14,14.9
13309210,HISTÓRIA (LIC) - N,2019,16,9,0,0.0
21309210,HISTÓRIA (LIC) - N,2009,16,151,18,11.9
71315110,INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,2009,20,119,20,16.8
13310214,LETRAS - ESPANHOL (LICENCIATURA) N,2011,12,47,14,29.8
13323110,LETRAS - LIBRAS (LIC) - D,2016,16,62,2,3.2
13310115,LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,2011,16,47,0,0.0
13310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,15,62,3,4.8
21310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,16,84,15,17.9
21310110,LETRAS - LÍNGUA PORTUGUESA (LIC) - M,2011,16,79,10,12.7
13310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,16,82,9,11.0
21310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,14,133,29,21.8
13310110,LETRAS- LÍNGUA PORTUGUESA (LIC) - D,2011,16,99,2,2.0
13345110,LICENCIATURA INTERCULTURAL INDÍGENA - D,2009,20,9,9,100.0
11107150,MATEMÁTICA (BAC) - D,2008,16,20,5,25.0
11107110,MATEMÁTICA (LIC) - D,2008,16,51,4,7.8
21107110,MATEMÁTICA (LIC) - D,2011,16,121,16,13.2
51107110,MATEMÁTICA (LIC) - D,2006,18,34,10,29.4
51107110,MATEMÁTICA (LIC) - D,2019,18,40,3,7.5
19107110,MATEMÁTICA (LIC) - D (PARFOR),2008,16,10,1,10.0
11107210,MATEMÁTICA (LIC) - N,2008,16,82,17,20.7
51107210,MATEMÁTICA (LIC) - N,2006,14,32,5,15.6
51107210,MATEMÁTICA (LIC) - N,2019,14,54,8,14.8
12205100,MEDICINA,2010,420,514,12,2.3
21205100,MEDICINA,2007,420,114,1,0.9
21205100,MEDICINA,2017,420,39,2,5.1
41410100,MEDICINA VETERINÁRIA - D,2002,240,100,8,8.0
41410100,MEDICINA VETERINÁRIA - D,2018,300,339,26,7.7
15108100,METEOROLOGIA - D,2014,16,72,9,12.5
13311150,MÚSICA (BAC) - D,2009,14,26,6,23.1
13311110,MÚSICA (LIC) - D,2009,16,73,22,30.1
51206100,NUTRIÇÃO - D,2011,18,317,37,11.7
51206200,NUTRIÇÃO - N,2009,16,1,0,0.0
41207100,ODONTOLOGIA - D,2009,18,359,3,0.8
13312110,PEDAGOGIA (LIC) - M,2009,20,103,18,17.5
13312210,PEDAGOGIA (LIC) - N,2009,16,77,11,14.3
21312110,PEDAGOGIA (LICENCIATURA) - M,2009,16,157,22,14.0
21312210,PEDAGOGIA (LICENCIATURA) - N,2009,16,161,31,19.3
12208100,PSICOLOGIA - D,2015,18,191,9,4.7
12208200,PSICOLOGIA - N,2010,18,115,7,6.1
51109110,QUÍMICA (LIC) - D,2006,16,88,17,19.3
51109110,QUÍMICA (LIC) - D,2022,18,3,0,0.0
21109210,QUÍMICA (LIC) - N,2011,15,133,39,29.3
51109210,QUÍMICA (LIC) - N,2006,14,102,25,24.5
51109210,QUÍMICA (LIC) - N,2022,14,7,0,0.0
31340100,SERVIÇO SOCIAL - M,2010,16,143,21,14.7
71420100,TECNOLOGIA EM AGROECOLOGIA - D,2010,16,100,9,9.0
71318200,TECNOLOGIA EM GESTÃO PÚBLICA - N,2010,16,136,36,26.5
