Ano;Cód.Área;Área de Enquadramento;Cód.IES;Nome da IES;Sigla da IES;Categ. Administrativa;Org. Acadêmica;Cód. Município;Município do Curso;UF do Curso;Região do Curso;Nr. Cursos da Unidade;Conluintes Inscritos;Concluintes Participantes;Nota Bruta - FG;Nota Bruta - CE;Nota Bruta - Geral;Nota Contínua do Enade;Nota Bruta - Org. Didático-Pedagógica;Nota Padronizada - Org. Didático-Pedagógica;Nota Bruta - Infraestrutura;Nota Padronizada - Infraestrutura;Nota Bruta - Oport. Ampliação;Nota Padronizada - Oport. Ampliação;Ingressantes inscritos no Enade;Ingressantes participantes no Enem;Nota dos Ingressantes no Enem;% de Ingressantes cujos pais têm ensino superior;Nota Bruta do IDD;Nota Padronizada do IDD;% de Mestres;Nota Padronizada de Mestres;% de Doutores;Nota Padronizada de Doutores;% regime de trabalho mínimo parcial;Nota padronizada de regime de trabalho;CPC Contínuo;CPC Faixa;Observação
2013;23;ENFERMAGEM;2636;FACULDADE DINÂMICA DO VALE DO PIRANGA;FADIP;Privada com fins lucrativos;Faculdade;3152105;PONTE NOVA;MG;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;19;12;49,4104;8,3333;;;43,7500;1,6250;12,5000;0,7353;56,2500;2,8125;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2640;Faculdade Doctum de Saúde da Serra;DOCTUM;Privada sem fins lucrativos;Faculdade;3205002;SERRA;ES;SUDESTE;1;25;22;41,8818;45,6909;44,7409;1,5609;5,0572;2,2549;3,6709;0,8867;3,7179;1,5248;0;0;;;;;90,9091;4,4545;36,3636;2,1390;100,0000;5,0000;;SC;
2013;23;ENFERMAGEM;2642;FACULDADE SÃO VICENTE;FASVIPA;Privada sem fins lucrativos;Faculdade;2706406;PAO DE ACUCAR;AL;NORDESTE;1;128;116;36,8552;41,7526;40,5371;1,0605;5,4466;3,4357;5,3847;3,9133;4,2294;2,3037;131;63;43,4625;23,7288;15,6567;1,8351;78,5714;3,7143;10,7143;0,6303;71,4286;3,5714;2,0063;3;
2013;23;ENFERMAGEM;2647;FACULDADE INTEGRADA DE SANTA MARIA;FISMA;Privada com fins lucrativos;Faculdade;4316907;SANTA MARIA;RS;SUL;1;31;31;43,3097;51,6194;49,5484;2,0763;5,4277;3,3782;4,9650;3,1721;3,8151;1,6727;110;66;47,7921;13,5593;18,7235;2,2960;77,2727;3,6364;9,0909;0,5348;86,3636;4,3182;2,3495;3;
2013;23;ENFERMAGEM;2724;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO;IESMA;Privada com fins lucrativos;Faculdade;2105302;IMPERATRIZ;MA;NORDESTE;1;27;26;47,1346;46,4231;46,6154;1,8212;5,7340;4,3071;5,6560;4,3924;5,2801;3,9037;57;40;46,5997;25,6410;17,4582;2,1059;66,6667;3,0000;18,5185;1,0893;88,8889;4,4444;2,4633;3;
2013;23;ENFERMAGEM;2745;ESCOLA SUPERIOR DA AMAZÔNIA;ESAMAZ;Privada com fins lucrativos;Faculdade;1501402;BELEM;PA;NORTE;1;58;0;;;;;;0,0000;;0,0000;;0,0000;84;46;46,2734;30,9524;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;SC;
2013;23;ENFERMAGEM;2754;FACULDADE SÃO PAULO;FSP;Privada com fins lucrativos;Faculdade;1100288;ROLIM DE MOURA;RO;NORTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;74;59;45,8803;14,8148;;;31,5789;0,8947;5,2632;0,3096;73,6842;3,6842;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2770;FACULDADE UNIDA DE CAMPINAS;FACUNICAMPS;Privada com fins lucrativos;Faculdade;5208707;GOIANIA;GO;CENTRO-OESTE;1;8;8;44,9375;64,9500;59,9500;3,1741;5,9565;4,9817;6,0000;5,0000;6,0000;5,0000;147;114;50,4493;18,6275;26,0742;3,4008;86,3636;4,1818;40,9091;2,4064;90,9091;4,5455;3,5892;4;
2013;23;ENFERMAGEM;2771;CENTRO DE ENSINO SUPERIOR DE ILHÉUS;CESUPI;Privada com fins lucrativos;Faculdade;2913606;ILHEUS;BA;NORDESTE;1;104;103;46,5583;55,9388;53,6087;2,5374;5,3985;3,2897;4,9434;3,1341;3,9915;1,9414;67;38;48,2634;5,8824;24,3522;3,1420;62,8571;2,7714;17,1429;1,0084;68,5714;3,4286;2,6754;3;
2013;23;ENFERMAGEM;2773;FACULDADE DE MACAPÁ;FAMA;Privada sem fins lucrativos;Faculdade;1600303;MACAPA;AP;NORTE;1;64;46;40,6652;46,0130;44,6826;1,5388;5,7376;4,3179;5,6205;4,3298;5,2843;3,9101;301;140;44,8380;10,7438;16,3515;1,9395;70,5882;3,2353;0,0000;0,0000;94,1176;4,7059;2,2203;3;
2013;23;ENFERMAGEM;2774;Centro Universitário UNIFAFIBE;FAFIBE;Privada sem fins lucrativos;Centro Universitário;3506102;BEBEDOURO;SP;SUDESTE;1;45;45;47,4156;52,2422;51,0444;2,2837;5,5324;3,6957;5,3521;3,8558;4,9626;3,4202;60;28;48,7569;3,5714;20,6257;2,5819;84,3750;4,0625;31,2500;1,8382;81,2500;4,0625;2,8010;3;
2013;23;ENFERMAGEM;2787;FACULDADES PEQUENO PRÍNCIPE;FPP;Privada sem fins lucrativos;Faculdade;4106902;CURITIBA;PR;SUL;1;26;24;47,7583;63,0458;59,2375;3,1355;5,9124;4,8479;5,9006;4,8245;5,8750;4,8096;41;29;52,3811;25,9259;25,2537;3,2775;55,5556;2,3333;11,1111;0,6536;70,3704;3,5185;3,0362;4;
2013;23;ENFERMAGEM;2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Privada com fins lucrativos;Faculdade;5107602;RONDONOPOLIS;MT;CENTRO-OESTE;1;75;68;46,0368;47,2897;46,9971;1,8459;5,4819;3,5426;5,1187;3,4435;4,7545;3,1033;80;53;44,7893;25,0000;20,7976;2,6077;75,0000;3,5000;8,3333;0,4902;83,3333;4,1667;2,4459;3;
2013;23;ENFERMAGEM;2814;FACULDADE SÃO SEBASTIÃO;;Privada com fins lucrativos;Faculdade;3550704;SAO SEBASTIAO;SP;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;57;11;48,0200;9,0909;;;100,0000;5,0000;50,0000;2,9412;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2826;FACULDADE NOSSA SENHORA DE FÁTIMA;FACULDADE FÁTIMA;Privada sem fins lucrativos;Faculdade;4305108;CAXIAS DO SUL;RS;SUL;1;38;36;43,8667;50,0167;48,4917;1,9735;5,1313;2,4798;4,8308;2,9352;4,4703;2,6705;21;5;45,8305;0,0000;21,4381;2,7040;78,2609;3,6957;8,6957;0,5115;39,1304;1,9565;2,2413;3;
2013;23;ENFERMAGEM;2835;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU;UNINASSAU;Privada com fins lucrativos;Centro Universitário;2611606;RECIFE;PE;NORDESTE;1;375;333;41,9886;49,0982;47,3336;1,8295;5,8210;4,5707;5,8049;4,6555;5,6321;4,4398;426;264;47,1430;17,2840;18,7991;2,3074;75,2577;3,5155;22,6804;1,3341;79,3814;3,9691;2,6215;3;
2013;23;ENFERMAGEM;2843;FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA;FCMS/JF;Privada com fins lucrativos;Faculdade;3136702;JUIZ DE FORA;MG;SUDESTE;1;25;24;52,8792;62,4208;60,0458;3,2853;5,6163;3,9501;5,7319;4,5265;5,1196;3,6592;26;13;54,3479;50,0000;25,2646;3,2791;82,0513;3,9231;48,7179;2,8658;79,4872;3,9744;3,4410;4;
2013;23;ENFERMAGEM;2911;FACULDADE PAN AMAZÔNIA;FAPAN;Privada sem fins lucrativos;Faculdade;1501402;BELEM;PA;NORTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;116;58;46,5210;9,4340;;;47,3684;1,8421;10,5263;0,6192;47,3684;2,3684;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2915;FACULDADE CIDADE DE PATOS DE MINAS;FPM;Privada sem fins lucrativos;Faculdade;3148004;PATOS DE MINAS;MG;SUDESTE;1;18;15;39,0400;48,0200;45,7867;1,6316;5,1949;2,6726;5,0886;3,3904;4,3758;2,5265;16;3;44,4525;0,0000;;1,6316;50,0000;2,0000;7,6923;0,4525;73,0769;3,6538;1,8224;2;
2013;23;ENFERMAGEM;2918;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA;FESAR;Privada com fins lucrativos;Faculdade;1506138;REDENCAO;PA;NORTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;98;57;45,9244;24,5283;;;78,5714;3,7143;14,2857;0,8403;85,7143;4,2857;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2935;FACULDADE DE TALENTOS HUMANOS;FACTHUS;Privada com fins lucrativos;Faculdade;3170107;UBERABA;MG;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;93;28;47,1279;20,0000;;;66,6667;3,0000;28,5714;1,6807;52,3810;2,6190;;SC;
2013;23;ENFERMAGEM;2944;FACULDADE DO SUL;FACSUL;Privada com fins lucrativos;Faculdade;2914802;ITABUNA;BA;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;318;211;46,4092;15,8974;;;80,0000;3,8000;15,0000;0,8824;85,0000;4,2500;;SC;
2013;23;ENFERMAGEM;2950;Faculdade de Desenvolvimento do Rio Grande do Sul;FADERGS;Privada com fins lucrativos;Faculdade;4314902;PORTO ALEGRE;RS;SUL;1;0;0;;;;;;0,0000;;0,0000;;0,0000;405;108;50,3518;11,7647;;;86,6667;4,2000;20,0000;1,1765;60,0000;3,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2971;FACULDADE BARRETOS;FB;Privada com fins lucrativos;Faculdade;3505500;BARRETOS;SP;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;41;14;46,9630;21,4286;;;72,7273;3,3636;18,1818;1,0695;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;2973;FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE;;Privada com fins lucrativos;Faculdade;5107040;PRIMAVERA DO LESTE;MT;CENTRO-OESTE;1;68;67;48,2955;51,5373;50,7388;2,2631;5,9526;4,9698;5,9888;4,9802;5,9745;4,9612;88;52;44,9317;12,5000;23,9055;3,0748;70,0000;3,2000;0,0000;0,0000;90,0000;4,5000;2,8521;3;
2013;23;ENFERMAGEM;3020;FACULDADE SANTA RITA DE CÁSSIA;IFASC;Privada com fins lucrativos;Faculdade;5211503;ITUMBIARA;GO;CENTRO-OESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;25;7;48,5943;28,5714;;;31,2500;0,8750;0,0000;0,0000;12,5000;0,6250;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3042;CHRISTUS FACULDADE DO PIAUÍ;CHRISFAPI;Privada com fins lucrativos;Faculdade;2208403;PIRIPIRI;PI;NORDESTE;1;54;51;49,6471;58,4706;56,2784;2,8535;5,8453;4,6444;5,8488;4,7331;5,6305;4,4373;57;43;47,6967;25,5814;27,4536;3,6081;41,6667;1,5000;4,1667;0,2451;91,6667;4,5833;3,0225;4;
2013;23;ENFERMAGEM;3099;FACULDADE INTERNACIONAL DA PARAÍBA;FPB;Privada com fins lucrativos;Faculdade;2507507;JOAO PESSOA;PB;NORDESTE;1;43;41;39,1439;45,7439;44,1049;1,4590;5,7646;4,3998;5,7805;4,6123;5,7398;4,6038;206;101;46,3109;18,2796;14,4417;1,6525;65,5172;2,9310;27,5862;1,6227;37,9310;1,8966;2,1513;3;
2013;23;ENFERMAGEM;3117;FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO;FS;Privada com fins lucrativos;Faculdade;3143302;MONTES CLAROS;MG;SUDESTE;1;50;39;43,1256;49,8410;48,1692;1,9312;5,7424;4,3325;5,6194;4,3278;5,4867;4,2183;26;17;45,5237;0,0000;21,3959;2,6977;57,1429;2,4286;17,8571;1,0504;53,5714;2,6786;2,5178;3;
2013;23;ENFERMAGEM;3149;FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD;FPD;Privada com fins lucrativos;Faculdade;3122306;DIVINOPOLIS;MG;SUDESTE;1;25;24;46,3250;50,3500;49,3542;2,0946;5,8732;4,7291;5,8750;4,7792;5,6806;4,5135;67;42;49,1735;12,8205;17,5227;2,1156;71,4286;3,2857;0,0000;0,0000;71,4286;3,5714;2,3801;3;
2013;23;ENFERMAGEM;3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;Privada sem fins lucrativos;Universidade;4204202;CHAPECO;SC;SUL;1;25;25;45,1960;60,4760;56,6640;2,8368;5,4109;3,3275;5,3986;3,9379;5,6800;4,5127;37;26;48,6937;20,0000;26,1457;3,4115;69,4444;3,1667;25,0000;1,4706;94,4444;4,7222;3,1329;4;
2013;23;ENFERMAGEM;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;UEA;Pública Estadual;Universidade;1302603;MANAUS;AM;NORTE;1;71;71;48,9070;59,7901;57,0803;2,9273;5,2994;2,9892;4,3673;2,1166;4,9787;3,4448;104;92;53,6554;29,8851;22,0821;2,8008;52,7027;2,1622;9,4595;0,5564;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3193;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;CESCAGE;Privada com fins lucrativos;Faculdade;4119905;PONTA GROSSA;PR;SUL;1;33;33;47,7909;58,3697;55,7485;2,7738;5,6947;4,1880;5,3485;3,8495;5,2131;3,8017;36;21;50,1935;33,3333;24,5818;3,1765;53,1250;2,1875;3,1250;0,1838;31,2500;1,5625;2,5770;3;
2013;23;ENFERMAGEM;3194;FACULDADE DE MINAS BH;FAMINAS-BH;Privada com fins lucrativos;Faculdade;3106200;BELO HORIZONTE;MG;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;78;35;51,3675;9,3750;;;95,2381;4,7143;47,6190;2,8011;80,9524;4,0476;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3204;FACULDADE DE QUATRO MARCOS;FQM;Privada com fins lucrativos;Faculdade;5107107;SAO JOSE DO QUATRO MARCOS;MT;CENTRO-OESTE;1;1;1;;;;;5,7826;4,4544;4,2500;1,9094;3,1667;0,6853;43;29;46,8411;25,0000;;;35,7143;1,1429;7,1429;0,4202;100,0000;5,0000;;SC;
2013;23;ENFERMAGEM;3205;FACULDADE DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE;FACISA;Privada com fins lucrativos;Faculdade;3171303;VICOSA;MG;SUDESTE;1;18;15;43,6867;50,4933;48,8000;2,0035;5,3391;3,1098;5,3991;3,9389;5,3778;4,0525;38;28;49,4044;21,4286;17,0682;2,0473;59,0909;2,5455;13,6364;0,8021;54,5455;2,7273;2,1645;3;
2013;23;ENFERMAGEM;3223;ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE;ESCS;Pública Estadual;Faculdade;5300108;BRASILIA;DF;CENTRO-OESTE;1;51;50;51,8940;74,0680;68,5380;4,1512;5,4014;3,2987;3,6035;0,7676;3,5989;1,3435;87;66;56,1964;41,5385;30,9846;4,1388;42,2222;1,5333;4,4444;0,2614;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3252;FACULDADE QUIRINÓPOLIS;FAQUI;Privada com fins lucrativos;Faculdade;5218508;QUIRINOPOLIS;GO;CENTRO-OESTE;1;31;30;40,6100;42,2933;41,8933;1,2479;5,7859;4,4643;5,8158;4,6747;5,6654;4,4904;29;16;45,8741;14,2857;14,8453;1,7132;62,5000;2,7500;18,7500;1,1029;81,2500;4,0625;2,2064;3;
2013;23;ENFERMAGEM;3268;FACULDADE MADRE THAIS;FMT;Privada com fins lucrativos;Faculdade;2913606;ILHEUS;BA;NORDESTE;1;52;51;38,5706;45,0333;43,4275;1,3816;5,5712;3,8135;4,9442;3,1355;4,4144;2,5853;36;24;47,0306;14,2857;15,3233;1,7850;57,1429;2,4286;14,2857;0,8403;100,0000;5,0000;2,0917;3;
2013;23;ENFERMAGEM;3285;FACULDADE SANTO ANTONIO;FSA;Privada com fins lucrativos;Faculdade;2900702;ALAGOINHAS;BA;NORDESTE;1;48;39;37,9308;45,6128;43,7077;1,4018;5,5109;3,6305;5,3763;3,8985;4,2864;2,3905;25;16;49,8628;18,7500;13,0314;1,4405;23,0769;0,3846;2,5641;0,1508;100,0000;5,0000;1,7380;2;
2013;23;ENFERMAGEM;3304;FACULDADES INTEGRADAS DE PATOS;FIP;Privada sem fins lucrativos;Faculdade;2510808;PATOS;PB;NORDESTE;1;79;77;44,1013;47,8792;46,9429;1,8167;5,6283;3,9867;5,5939;4,2827;4,7130;3,0401;139;101;48,0240;24,4898;16,7480;1,9991;62,2222;2,7333;11,1111;0,6536;73,3333;3,6667;2,2302;3;
2013;23;ENFERMAGEM;3337;FACULDADE DE TECNOLOGIA DE TERESINA;FACULDADE CET;Privada com fins lucrativos;Faculdade;2211001;TERESINA;PI;NORDESTE;1;67;58;41,7500;46,9431;45,6569;1,6530;5,6906;4,1755;5,6395;4,3633;4,9357;3,3793;59;35;47,1757;23,5294;17,4496;2,1046;50,0000;2,0000;9,3750;0,5515;100,0000;5,0000;2,2907;3;
2013;23;ENFERMAGEM;3363;FACULDADE GUARAÍ;FAG;Privada com fins lucrativos;Faculdade;1709302;GUARAI;TO;NORTE;1;55;50;42,4940;38,9960;39,8820;1,0650;5,2286;2,7746;4,8506;2,9701;4,5417;2,7792;59;18;44,6715;43,7500;13,8347;1,5613;40,7407;1,4444;7,4074;0,4357;59,2593;2,9630;1,5814;2;
2013;23;ENFERMAGEM;3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;Privada sem fins lucrativos;Centro Universitário;3170701;VARGINHA;MG;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;22;12;51,9873;16,6667;;;86,3636;4,1818;13,6364;0,8021;77,2727;3,8636;;SC;
2013;23;ENFERMAGEM;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;Privada sem fins lucrativos;Centro Universitário;3148004;PATOS DE MINAS;MG;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;48;36;49,4055;21,8750;;;74,0741;3,4444;11,1111;0,6536;55,5556;2,7778;;SC;
2013;23;ENFERMAGEM;3372;CENTRO UNIVERSITÁRIO DE LAVRAS;UNILAVRAS;Privada sem fins lucrativos;Centro Universitário;3138203;LAVRAS;MG;SUDESTE;2;43;42;41,1452;49,6071;47,5071;1,8363;5,0168;2,1324;4,7703;2,8282;4,3733;2,5228;0;0;;;;;80,6452;3,8387;32,2581;1,8975;87,0968;4,3548;;SC;
2013;23;ENFERMAGEM;3375;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;IESM;Privada com fins lucrativos;Faculdade;2112209;TIMON;MA;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;30;20;48,6961;22,2222;;;83,3333;4,0000;16,6667;0,9804;66,6667;3,3333;;SC;
2013;23;ENFERMAGEM;3396;FACULDADE LS;FACELS;Privada com fins lucrativos;Faculdade;5300108;BRASILIA;DF;CENTRO-OESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;163;55;46,9966;25,4902;;;73,3333;3,4000;24,4444;1,4379;91,1111;4,5556;;SC;
2013;23;ENFERMAGEM;3400;FACULDADE DE SAÚDE DE SÃO PAULO;FASSP;Privada com fins lucrativos;Faculdade;3537305;PENAPOLIS;SP;SUDESTE;1;21;20;43,6950;43,2600;43,3800;1,4424;5,9625;5,0000;5,8475;4,7307;5,8611;4,7885;42;11;42,4373;10,0000;18,0484;2,1946;40,0000;1,4000;0,0000;0,0000;93,3333;4,6667;2,2428;3;
2013;23;ENFERMAGEM;3432;FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS;FG;Privada sem fins lucrativos;Faculdade;3518800;GUARULHOS;SP;SUDESTE;1;36;35;44,5029;47,2114;46,5514;1,7804;5,2584;2,8649;4,8326;2,9384;3,9213;1,8345;0;0;;;;;47,0588;1,8235;11,7647;0,6920;82,3529;4,1176;;SC;
2013;23;ENFERMAGEM;3434;FACULDADE DE SAÚDE IBITURUNA;FASI;Privada sem fins lucrativos;Faculdade;3143302;MONTES CLAROS;MG;SUDESTE;1;49;46;49,1174;55,1087;53,6261;2,5721;5,5482;3,7437;5,2520;3,6790;4,5709;2,8237;94;56;47,9183;25,4902;23,3983;2,9986;65,9091;2,9545;22,7273;1,3369;86,3636;4,3182;2,8452;3;
2013;23;ENFERMAGEM;3443;FACULDADE INEDI;CESUCA;Privada com fins lucrativos;Faculdade;4303103;CACHOEIRINHA;RS;SUL;1;0;0;;;;;;0,0000;;0,0000;;0,0000;79;26;48,8825;23,0769;;;100,0000;5,0000;16,6667;0,9804;33,3333;1,6667;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3459;INSTITUTO DE ENSINO SUPERIOR E PESQUISA;INESP;Privada sem fins lucrativos;Faculdade;3122306;DIVINOPOLIS;MG;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;37;21;49,7399;20,0000;;;57,8947;2,4737;10,5263;0,6192;31,5789;1,5789;;;IES / Curso Extinto(a)
2013;23;ENFERMAGEM;3462;FACULDADE DE ENFERMAGEM DE PASSOS;FAENPA;Privada sem fins lucrativos;Faculdade;3147907;PASSOS;MG;SUDESTE;1;22;16;45,2250;43,5875;44,0125;1,5271;5,8715;4,7238;5,9615;4,9321;5,8485;4,7693;56;24;48,4637;4,3478;12,8578;1,4145;76,9231;3,6154;46,1538;2,7149;88,4615;4,4231;;;IES / Curso Extinto(a)
2013;23;ENFERMAGEM;3515;FACULDADES INTEGRADAS DA VITÓRIA DE SANTO ANTÃO;FAINTVISA;Privada com fins lucrativos;Faculdade;2616407;VITORIA DE SANTO ANTAO;PE;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;86;52;47,5544;19,5652;;;100,0000;5,0000;40,0000;2,3529;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3516;FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO;FAC - SAUDE ARTHE;Pública Municipal;Faculdade;3101508;ALEM PARAIBA;MG;SUDESTE;1;4;4;27,1250;24,3000;25,0250;0,0000;5,1270;2,4665;4,9038;3,0642;4,5000;2,7157;30;11;46,9114;10,0000;-5,4252;0,0000;35,2941;1,1176;5,8824;0,3460;5,8824;0,2941;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3518;FACULDADE JANGADA;FJ;Privada com fins lucrativos;Faculdade;4208906;JARAGUA DO SUL;SC;SUL;1;34;32;47,7062;55,9906;53,9375;2,5859;5,1263;2,4644;4,8404;2,9521;4,2387;2,3178;32;10;50,7743;30,0000;22,4646;2,8583;56,5217;2,3913;8,6957;0,5115;60,8696;3,0435;2,3923;3;
2013;23;ENFERMAGEM;3533;FACULDADE CERES;FACERES;Privada com fins lucrativos;Faculdade;3549805;SAO JOSE DO RIO PRETO;SP;SUDESTE;1;1;1;;;;;5,9130;4,8499;6,0000;5,0000;6,0000;5,0000;0;0;;;;;90,9091;4,4545;31,8182;1,8717;95,4545;4,7727;;SC;
2013;23;ENFERMAGEM;3588;FACULDADE DOM PEDRO II;FDPII;Privada com fins lucrativos;Faculdade;2927408;SALVADOR;BA;NORDESTE;1;75;45;46,2133;49,9511;49,0378;2,0593;5,5141;3,6404;5,3066;3,7755;4,9050;3,3325;334;149;46,4844;5,1095;19,2189;2,3705;95,8333;4,7500;54,1667;3,1863;100,0000;5,0000;2,9958;4;
2013;23;ENFERMAGEM;3590;FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA;FESVIP;Privada com fins lucrativos;Faculdade;2507507;JOAO PESSOA;PB;NORDESTE;1;25;25;36,1400;44,8640;42,6920;1,2743;5,6493;4,0501;5,1903;3,5700;4,3246;2,4486;60;17;44,1294;25,0000;15,6280;1,8308;77,7778;3,6667;16,6667;0,9804;66,6667;3,3333;2,1112;3;
2013;23;ENFERMAGEM;3602;FACULDADES INTEGRADAS DO BRASIL;FACBRASIL;Privada com fins lucrativos;Faculdade;4106902;CURITIBA;PR;SUL;1;44;41;45,4854;58,5610;55,3024;2,6994;5,4342;3,3981;5,0729;3,3627;4,4896;2,6999;51;21;49,5196;15,0000;24,5410;3,1703;88,5714;4,3143;34,2857;2,0168;91,4286;4,5714;3,1089;4;
2013;23;ENFERMAGEM;3603;FACULDADE ANHANGUERA DE GUARULHOS;;Privada com fins lucrativos;Faculdade;3518800;GUARULHOS;SP;SUDESTE;1;3;0;;;;;;0,0000;;0,0000;;0,0000;78;24;48,6798;9,5238;;;58,8235;2,5294;23,5294;1,3841;0,0000;0,0000;;SC;
2013;23;ENFERMAGEM;3610;FACULDADES INTEGRADAS PROMOVE DE BRASILIA;;Privada sem fins lucrativos;Faculdade;5300108;BRASILIA;DF;CENTRO-OESTE;1;199;177;43,4367;48,7057;47,4034;1,8551;5,5211;3,6614;5,3973;3,9356;4,9207;3,3563;46;17;47,5343;12,5000;18,8336;2,3126;72,4138;3,3448;20,6897;1,2170;79,3103;3,9655;2,4665;3;
2013;23;ENFERMAGEM;3613;FACULDADES INTEGRADAS IESGO;IESGO;Privada com fins lucrativos;Faculdade;5208004;FORMOSA;GO;CENTRO-OESTE;1;12;12;25,6250;37,8417;34,8000;0,4752;5,8333;4,6082;5,7051;4,4792;4,9389;3,3841;54;31;46,5404;40,0000;5,0342;0,2386;88,8889;4,3333;50,0000;2,9412;100,0000;5,0000;1,9739;3;
2013;23;ENFERMAGEM;3615;FACULDADE PERNAMBUCANA DE SAÚDE;FPS;Privada sem fins lucrativos;Faculdade;2611606;RECIFE;PE;NORDESTE;1;74;70;42,1729;52,9957;50,3000;2,1391;5,5221;3,6644;5,3142;3,7888;4,7808;3,1433;79;59;51,5778;41,3793;17,9511;2,1799;57,8947;2,4737;13,1579;0,7740;100,0000;5,0000;2,4103;3;
2013;23;ENFERMAGEM;3618;FACULDADE MARIO SCHENBERG;FMS;Privada com fins lucrativos;Faculdade;3513009;COTIA;SP;SUDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;13;4;47,4738;33,3333;;;61,5385;2,6923;0,0000;0,0000;46,1538;2,3077;;SC;
2013;23;ENFERMAGEM;3669;FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA;FARRP;Privada com fins lucrativos;Faculdade;2926608;RIBEIRA DO POMBAL;BA;NORDESTE;1;0;0;;;;;;0,0000;;0,0000;;0,0000;49;33;44,3332;13,3333;;;91,1765;4,4706;26,4706;1,5571;100,0000;5,0000;;;Unidade com cursos não reconhecidos até 31/10/2014
2013;23;ENFERMAGEM;3716;FACULDADE CIÊNCIAS DA VIDA;FCV;Privada com fins lucrativos;Faculdade;3167202;SETE LAGOAS;MG;SUDESTE;1;12;12;46,3000;47,2583;47,0250;1,8537;5,5942;3,8832;5,4241;3,9830;4,6861;2,9992;70;36;49,7374;20,0000;14,1332;1,6061;50,0000;2,0000;20,0000;1,1765;3,3333;0,1667;1,8372;2;
