"Porcentagem de alunos matriculados abaixo do minimo em 2017.2, por curso.",,,,,,
Cód. Curso,Curso,Currículo,Cr/CH mín.,Matriculados,Abaixo mín.,%
21316110,GEOGRAFIA (LICENCIATURA) - M,2008,16,137,27,19.7
21316210,GEOGRAFIA (LICENCIATURA) - N,2008,14,101,11,10.9
13309110,HISTÓRIA (LIC) - D,1986,13,113,13,11.5
21309110,HISTÓRIA (LIC) - M,2009,16,120,15,12.5
19309110,HISTÓRIA (LIC) - M (PARFOR),1986,13,13,0,0.0
13309210,HISTÓRIA (LIC) - N,1986,13,133,27,20.3
13309210,HISTÓRIA (LIC) - N,2019,16,1,0,0.0
21309210,HISTÓRIA (LIC) - N,2009,16,169,21,12.4
71315110,INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D,2009,20,77,20,26.0
13310214,LETRAS - ESPANHOL (LICENCIATURA) N,2011,12,53,8,15.1
13323110,LETRAS - LIBRAS (LIC) - D,2016,16,15,0,0.0
13310115,LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D,2011,16,28,0,0.0
13310211,LETRAS - LÍNGUA E LIT. PORTUGUESA - N,1994,12,1,1,100.0
13310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,15,54,0,0.0
21310116,LETRAS - LÍNGUA INGLESA (LIC) - D,2011,16,63,13,20.6
21310110,LETRAS - LÍNGUA PORTUGUESA (LIC) - M,2011,16,64,9,14.1
13310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,16,86,10,11.6
21310210,LETRAS - LÍNGUA PORTUGUESA (LIC) - N,2011,14,131,8,6.1
13310110,LETRAS- LÍNGUA PORTUGUESA (LIC) - D,2011,16,74,7,9.5
11107150,MATEMÁTICA (BAC) - D,2008,16,18,2,11.1
11107110,MATEMÁTICA (LIC) - D,2008,16,40,1,2.5
21107110,MATEMÁTICA (LIC) - D,2011,16,118,17,14.4
51107110,MATEMÁTICA (LIC) - D,2006,18,46,5,10.9
51107110,MATEMÁTICA (LIC) - D,2019,18,4,0,0.0
19107110,MATEMÁTICA (LIC) - D (PARFOR),2008,16,15,5,33.3
11107210,MATEMÁTICA (LIC) - N,2008,16,64,13,20.3
51107210,MATEMÁTICA (LIC) - N,2006,14,47,9,19.1
51107210,MATEMÁTICA (LIC) - N,2019,14,13,1,7.7
12205100,MEDICINA,2010,420,464,4,0.9
21205100,MEDICINA,2007,420,123,8,6.5
41410100,MEDICINA VETERINÁRIA - D,2002,240,239,21,8.8
41410100,MEDICINA VETERINÁRIA - D,2018,300,180,22,12.2
15108100,METEOROLOGIA - D,2014,16,43,1,2.3
13311150,MÚSICA (BAC) - D,2009,14,23,8,34.8
13311110,MÚSICA (LIC) - D,2009,16,78,14,17.9
51206100,NUTRIÇÃO - D,2011,18,284,38,13.4
51206200,NUTRIÇÃO - N,2009,16,3,1,33.3
41207100,ODONTOLOGIA - D,2009,18,362,16,4.4
13312110,PEDAGOGIA (LIC) - M,2009,20,101,22,21.8
13312210,PEDAGOGIA (LIC) - N,2009,16,78,14,17.9
21312110,PEDAGOGIA (LICENCIATURA) - M,2009,16,137,12,8.8
21312210,PEDAGOGIA (LICENCIATURA) - N,2009,16,163,16,9.8
12208100,PSICOLOGIA - D,2015,18,90,5,5.6
12208200,PSICOLOGIA - N,2010,18,185,16,8.6
51109110,QUÍMICA (LIC) - D,2006,16,76,16,21.1
21109210,QUÍMICA (LIC) - N,2011,15,105,19,18.1
51109210,QUÍMICA (LIC) - N,2006,14,78,14,17.9
19109210,QUÍMICA (LIC) - N (PARFOR),2011,6,5,0,0.0
31340100,SERVIÇO SOCIAL - M,2010,16,141,44,31.2
71420100,TECNOLOGIA EM AGROECOLOGIA - D,2010,16,63,22,34.9
71318200,TECNOLOGIA EM GESTÃO PÚBLICA - N,2010,16,112,31,27.7
