Cód.,EMEC,Curso,Alunos ativos,Tipo,Turno
21310116,1162185,LETRAS LÍNGUA INGLESA,92,LIC,D
21310110,1160083,LETRAS LÍNGUA PORTUGUESA,90,LIC,M
13310210,1158116,LETRAS LÍNGUA PORTUGUESA,111,LIC,N
21310210,1160083,LETRAS LÍNGUA PORTUGUESA,150,LIC,N
13310110,1158116,LETRAS LÍNGUA PORTUGUESA,95,LIC,D
13345110,1184381,LICENCIATURA INTERCULTURAL INDÍGENA,43,BAC,D
11107150,313448,MATEMÁTICA,27,BAC,D
11107110,13448,MATEMÁTICA,58,LIC,D
21107110,1152880,MATEMÁTICA,124,LIC,D
51107110,99806,MATEMÁTICA,55,LIC,D
19107110,13448,MATEMÁTICA,27,LIC,D
11107210,13448,MATEMÁTICA,85,LIC,N
51107210,99806,MATEMÁTICA,90,LIC,N
12205100,13453,MEDICINA,525,BAC,D
21205100,1101742,MEDICINA,148,BAC,D
41410100,13437,MEDICINA VETERINÁRIA,480,BAC,D
15108100,13435,METEOROLOGIA,74,BAC,D
13311150,118632,MÚSICA,32,BAC,D
13311110,118630,MÚSICA,104,LIC,D
51206100,118910,NUTRIÇÃO,326,BAC,D
51206200,118910,NUTRIÇÃO,14,BAC,N
41207100,122676,ODONTOLOGIA,421,BAC,D
13312110,13452,PEDAGOGIA,119,LIC,M
13312210,13452,PEDAGOGIA,117,LIC,N
21312110,13410,PEDAGOGIA,181,LIC,M
21312210,13410,PEDAGOGIA,220,LIC,N
12208100,1108087,PSICOLOGIA,31,BAC,D
12208200,1108087,PSICOLOGIA,322,BAC,N
51109110,99808,QUÍMICA,100,LIC,D
21109210,1152881,QUÍMICA,133,LIC,N
51109210,99808,QUÍMICA,92,LIC,N
19109210,1152881,QUÍMICA,5,LIC,N
31340100,1117877,SERVIÇO SOCIAL,166,BAC,M
71420100,1150096,TECNOLOGIA EM AGROECOLOGIA,118,BAC,D
71318200,1135705,TECNOLOGIA EM GESTÃO PÚBLICA,148,BAC,N
