Cód.,EMEC,Curso,Alunos ativos,Tipo,Turno
11135100,118562,ENGENHARIA DE PETRÓLEO,182,BAC,D
11133100,79570,ENGENHARIA DE PRODUÇÃO,185,BAC,D
71133100,1106578,ENGENHARIA DE PRODUÇÃO,205,BAC,D
14123100,13438,ENGENHARIA ELÉTRICA,1080,BAC,D
41403100,13456,ENGENHARIA FLORESTAL,134,BAC,D
11124100,13442,ENGENHARIA MECÂNICA,366,BAC,D
11128100,13441,ENGENHARIA QUÍMICA,265,BAC,D
11134100,1120733,ESTATÍSTICA,59,BAC,D
51203100,107495,FARMÁCIA,414,BAC,D
13314250,121366,FILOSOFIA,48,BAC,N
13314210,121367,FILOSOFIA,69,LIC,N
11105150,318388,FÍSICA,43,BAC,D
11105110,1204358,FÍSICA,49,LIC,D
51105110,99810,FÍSICA,74,LIC,D
21105210,1152879,FÍSICA,113,LIC,N
51105210,99810,FÍSICA,103,LIC,N
13316110,120777,GEOGRAFIA,138,LIC,M
13316210,120777,GEOGRAFIA,151,LIC,N
21316110,13407,GEOGRAFIA,171,LIC,M
21316210,13407,GEOGRAFIA,139,LIC,N
13309110,13449,HISTÓRIA,151,LIC,D
21309110,13405,HISTÓRIA,176,LIC,M
19309110,13449,HISTÓRIA,13,LIC,M
13309210,13449,HISTÓRIA,166,LIC,N
21309210,13405,HISTÓRIA,223,LIC,N
71315110,1106596,INTERDISCIPLINAR EM EDUC. DO CAMPOD,114,LIC,D
13310214,43962,LETRAS ESPANHOL,74,LIC,N
13323110,1364560,LETRAS LIBRAS,36,LIC,D
13310115,1158117,LETRAS LÍNG.PORT./LÍNG.FRANC. D,46,LIC,D
13310116,1158907,LETRAS LÍNGUA INGLESA,82,LIC,D
21310116,1162185,LETRAS LÍNGUA INGLESA,89,LIC,D
21310110,1160083,LETRAS LÍNGUA PORTUGUESA,81,LIC,M
13310210,1158116,LETRAS LÍNGUA PORTUGUESA,114,LIC,N
21310210,1160083,LETRAS LÍNGUA PORTUGUESA,167,LIC,N
13310110,1158116,LETRAS LÍNGUA PORTUGUESA,106,LIC,D
13345110,1184381,LICENCIATURA INTERCULTURAL INDÍGENA,43,BAC,D
11107150,313448,MATEMÁTICA,28,BAC,D
11107110,13448,MATEMÁTICA,61,LIC,D
21107110,1152880,MATEMÁTICA,147,LIC,D
51107110,99806,MATEMÁTICA,73,LIC,D
19107110,13448,MATEMÁTICA,17,LIC,D
11107210,13448,MATEMÁTICA,97,LIC,N
51107210,99806,MATEMÁTICA,95,LIC,N
12205100,13453,MEDICINA,551,BAC,D
21205100,1101742,MEDICINA,158,BAC,D
41410100,13437,MEDICINA VETERINÁRIA,486,BAC,D
15108100,13435,METEOROLOGIA,81,BAC,D
13311150,118632,MÚSICA,35,BAC,D
13311110,118630,MÚSICA,97,LIC,D
51206100,118910,NUTRIÇÃO,360,BAC,D
51206200,118910,NUTRIÇÃO,2,BAC,N
41207100,122676,ODONTOLOGIA,418,BAC,D
13312110,13452,PEDAGOGIA,129,LIC,M
13312210,13452,PEDAGOGIA,115,LIC,N
21312110,13410,PEDAGOGIA,176,LIC,M
21312210,13410,PEDAGOGIA,199,LIC,N
12208100,1108087,PSICOLOGIA,184,BAC,D
12208200,1108087,PSICOLOGIA,181,BAC,N
51109110,99808,QUÍMICA,105,LIC,D
21109210,1152881,QUÍMICA,136,LIC,N
51109210,99808,QUÍMICA,111,LIC,N
19109210,1152881,QUÍMICA,5,LIC,N
31340100,1117877,SERVIÇO SOCIAL,172,BAC,M
71420100,1150096,TECNOLOGIA EM AGROECOLOGIA,97,BAC,D
71318200,1135705,TECNOLOGIA EM GESTÃO PÚBLICA,142,BAC,N
